Country;Indicator;Nombres de medidas;Year;Valores de medidas
Samoa;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,186755300
Samoa;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
San Marino;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,596735895
San Marino;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;77,619049072
San Marino;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,862738311
San Marino;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;1
São Tomé and Principe;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239692003
São Tomé and Principe;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;64,285713196
São Tomé and Principe;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,533567071
São Tomé and Principe;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Saudi Arabia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Saudi Arabia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;28,571428299
Saudi Arabia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,518111348
Saudi Arabia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Senegal;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Senegal;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;42,857143402
Senegal;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,088632748
Senegal;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Serbia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Serbia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;49,523811340
Serbia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,082477368
Serbia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Seychelles;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,234749258
Seychelles;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;69,523811340
Seychelles;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,697019696
Seychelles;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Sierra Leone;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220183909
Sierra Leone;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;44,285713196
Sierra Leone;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,029891638
Sierra Leone;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Singapore;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Singapore;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;98,571426392
Singapore;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,510338783
Singapore;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Slovak Republic;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Slovak Republic;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;72,380950928
Slovak Republic;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,750438273
Slovak Republic;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Slovenia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Slovenia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;80
Slovenia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,910918295
Slovenia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Solomon Islands;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,263841808
Solomon Islands;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;57,142856598
Solomon Islands;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,300414711
Solomon Islands;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
Somalia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Somalia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;3,809523821
Somalia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,219771385
Somalia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
South Africa;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
South Africa;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;36,190475464
South Africa;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,276673168
South Africa;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
South Sudan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,256291330
South Sudan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;2,380952358
South Sudan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,439315796
South Sudan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Spain;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Spain;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;55,238094330
Spain;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,254802525
Spain;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Sri Lanka;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Sri Lanka;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;40,476188660
Sri Lanka;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,183164224
Sri Lanka;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
St. Kitts and Nevis;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,255043179
St. Kitts and Nevis;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;70
St. Kitts and Nevis;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,710467637
St. Kitts and Nevis;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
St. Lucia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,255043179
St. Lucia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;85,714286804
St. Lucia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,013305545
St. Lucia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
St. Vincent and the Grenadines;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,255043179
St. Vincent and the Grenadines;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;76,190475464
St. Vincent and the Grenadines;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,854048908
St. Vincent and the Grenadines;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Sudan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Sudan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;5,714285851
Sudan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,835868835
Sudan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Suriname;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,224246994
Suriname;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;49,047618866
Suriname;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,077325180
Suriname;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Swaziland;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,234749258
Swaziland;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;35,238094330
Swaziland;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,308632404
Swaziland;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Sweden;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Sweden;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;80,476188660
Sweden;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,913687646
Sweden;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Switzerland;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Switzerland;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;95,238098145
Switzerland;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,344862700
Switzerland;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Syrian Arab Republic;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,230157584
Syrian Arab Republic;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;0,952380955
Syrian Arab Republic;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-2,739623070
Syrian Arab Republic;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Taiwan, China;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,216191754
Taiwan, China;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;75,714286804
Taiwan, China;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,853405833
Taiwan, China;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Tajikistan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,233988479
Tajikistan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;20
Tajikistan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,724318802
Tajikistan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Tanzania;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Tanzania;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;26,190475464
Tanzania;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,559101641
Tanzania;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Thailand;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Thailand;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;19,523809433
Thailand;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,733099043
Thailand;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Timor-Leste;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239692003
Timor-Leste;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;56,666667938
Timor-Leste;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,298182011
Timor-Leste;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Togo;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225093991
Togo;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;14,285714149
Togo;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,981702685
Togo;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Tonga;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,263841808
Tonga;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;79,523811340
Tonga;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,879437804
Tonga;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;3
Trinidad and Tobago;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220183909
Trinidad and Tobago;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;54,761905670
Trinidad and Tobago;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,248051390
Trinidad and Tobago;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Tunisia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Tunisia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;16,190475464
Tunisia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,901892126
Tunisia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Turkey;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,214852482
Turkey;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;10
Turkey;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,328782678
Turkey;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Turkmenistan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,233988479
Turkmenistan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;45,238094330
Turkmenistan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,006895746
Turkmenistan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;5
Tuvalu;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,297851115
Tuvalu;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;97,619049072
Tuvalu;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,425431967
Tuvalu;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Uganda;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Uganda;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;21,428571701
Uganda;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,691415608
Uganda;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Ukraine;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Ukraine;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;6,190476418
Ukraine;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,826185465
Ukraine;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
United Arab Emirates;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
United Arab Emirates;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;71,428573608
United Arab Emirates;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,743238151
United Arab Emirates;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
United Kingdom;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
United Kingdom;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;48,095237732
United Kingdom;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,048717521
United Kingdom;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
United States;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
United States;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;61,904762268
United States;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,477460861
United States;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Uruguay;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Uruguay;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;87,619049072
Uruguay;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;1,046508551
Uruguay;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Uzbekistan;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,227785736
Uzbekistan;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;35,714286804
Uzbekistan;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,283421993
Uzbekistan;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Vanuatu;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,297851115
Vanuatu;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;75,238098145
Vanuatu;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,837956250
Vanuatu;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
Venezuela, RB;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,211271018
Venezuela, RB;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;9,047618866
Venezuela, RB;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,343512416
Venezuela, RB;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;9
Vietnam;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Vietnam;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;53,809524536
Vietnam;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,203265712
Vietnam;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
Virgin Islands (U.S.);Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,282534301
Virgin Islands (U.S.);Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;84,285713196
Virgin Islands (U.S.);Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,985822499
Virgin Islands (U.S.);Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;2
West Bank and Gaza;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,239692003
West Bank and Gaza;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;6,666666508
West Bank and Gaza;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-1,735648751
West Bank and Gaza;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;4
Yemen, Rep.;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,225771025
Yemen, Rep.;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;0
Yemen, Rep.;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-3,002496243
Yemen, Rep.;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;6
Zambia;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,220183909
Zambia;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;53,333332062
Zambia;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;0,141994357
Zambia;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;7
Zimbabwe;Political Stability and Absence of Violence/Terrorism;Standard Error;2018;0,215738133
Zimbabwe;Political Stability and Absence of Violence/Terrorism;Percentile Rank;2018;20,476190567
Zimbabwe;Political Stability and Absence of Violence/Terrorism;Governance (-2.5 to +2.5);2018;-0,707053840
Zimbabwe;Political Stability and Absence of Violence/Terrorism;Number of Sources;2018;8
